trade_id,strategy,symbol,direction,entry_date,entry_price,return_pct,win,macd0_pct,gap_atr,macd_line,macd_signal,exit_date,exit_price,rsi_entry,weekly_rsi,adx,di_plus,di_minus,rvol,gp_zone
AEHR_2006-01-06_short,SID,AEHR,short,2006-01-06,3.97,4.7859,1,1.6295,0.0,0.1975583610860281,0.132866325862637,2006-01-11,3.78,54.0195307251887,61.98034227759217,23.74362853561172,25.411927347860892,29.54355428511081,7.79476516829672,0.0
AVB_2006-01-13_short,SID,AVB,short,2006-01-13,95.19,-11.3772,0,0.4568,1.9024657441801631,1.5959306071506347,1.1611020669340348,2006-04-07,106.02,61.46315007638997,69.68263817233711,28.32838224468207,36.077795813880655,18.857958053420106,0.7620265413325961,0.0
BAC_2006-01-26_long,SID,BAC,long,2006-01-26,44.89999,-0.4677,0,-0.3814,2.174746607221894,-0.4514128940359185,-0.2801503552423462,2006-02-16,44.69,41.57815007716355,45.474072689350585,22.62113390050992,18.073243505405355,26.32832767321632,1.3478901886641843,0.0
C_2006-01-26_long,SID,C,long,2006-01-26,470.0999,-0.2765,0,-0.54,1.8743607933176476,-5.758925030835599,-3.2202097061735055,2006-02-22,468.8,41.64112851258007,43.04494779131511,26.042654752750742,21.782019762300234,27.359259209856617,1.3000293335057471,0.0
GIS_2006-02-13_long,SID,GIS,long,2006-02-13,23.824995,1.9518,1,-0.2337,1.086932156293652,-0.2537010431680251,-0.1980258077659507,2006-02-16,24.29,37.44355014739388,43.64678952417888,24.278200976318377,13.91034029097627,24.853751794550774,1.1332705159965804,0.0
ABT_2006-02-22_short,SID,ABT,short,2006-02-22,21.001755,1.6173,1,0.2021,0.6976907739563141,0.3537053022358627,0.3112708992191926,2006-03-09,20.662096,63.81420376655997,57.014900406987245,26.700312672102353,25.07362704191092,11.882013759404842,0.8751333695725504,0.0
HON_2006-02-23_short,SID,HON,short,2006-02-23,37.1607909,-1.1103,0,0.4549,1.5983243373895542,1.0059720621968822,0.8369435396678578,2006-04-11,37.57339888,64.84509195812038,67.25478369872359,32.15755581850646,29.097822252569458,12.450103807703965,0.8496577218854089,0.0
MCO_2006-02-28_short,SID,MCO,short,2006-02-28,67.0,-3.9701,0,0.4796,1.3255844148729417,1.1973003104861704,0.8759460129509467,2006-04-12,69.66,61.79688807299909,79.46654848646841,24.082497380258285,31.656398344846657,17.30352968604369,1.000523290958795,0.0
PSA_2006-03-07_short,SID,PSA,short,2006-03-07,77.17,-2.501,0,0.0005,2.229853285563482,1.5557020177801064,1.555285092881509,2006-03-27,79.10001,58.22920022436573,69.07394064110201,34.81127182346622,28.422213971080343,16.0241755684018,6.89195997480932,0.0
NEE_2006-03-13_long,SID,NEE,long,2006-03-13,10.03,2.8415,1,-0.5035,1.8418468988381975,-0.1449090829478816,-0.0944116922646593,2006-03-16,10.314998,42.10401043573638,38.66432313712399,21.061689472871624,18.89572054798526,30.183814047532422,1.169792069599592,0.0
BAC_2006-03-21_short,SID,BAC,short,2006-03-21,46.57001,1.2884,1,0.2293,0.8282724504213772,0.4969027358231415,0.3900961613642303,2006-03-29,45.97,64.59346815635979,58.76947471799703,27.833316823224923,26.914648915663324,11.840730237531952,0.872066678241588,0.0
COST_2006-03-21_short,SID,COST,short,2006-03-21,55.39999,2.0938,1,0.2928,0.9660691002038938,1.2927768107268065,1.130546073144426,2006-04-11,54.24001,67.2771424966688,74.4367149044387,38.70827723211615,29.5811047304266,10.905235223294696,1.1826300964501126,0.0
ITW_2006-03-21_short,SID,ITW,short,2006-03-21,47.800005,-4.8536,0,0.6909,1.929734251215835,1.2334086933214865,0.9031477978536154,2006-05-17,50.120005,66.98931837165424,67.0843861290698,31.412083391680827,39.79136775070153,17.072223555930126,1.026540155653332,0.0
WEN_2006-03-21_short,SID,WEN,short,2006-03-21,17.528837,-0.0558,0,0.4035,1.5536773572614704,0.2437439835582324,0.1730231278566666,2006-04-10,17.538625,56.988020999703075,64.76146229348869,25.123782399965386,27.403996370256365,18.816155553256085,1.666670522565768,0.0
IBM_2006-03-23_short,SID,IBM,short,2006-03-23,79.469645,0.8654,1,0.3563,1.5769833266366728,0.7028280299875007,0.4196714930621376,2006-04-07,78.781927,58.51252405375161,52.763450615107736,32.69932982905129,25.4300350434996,9.592473863161851,0.9953204253993584,0.0
AAPL_2006-03-29_long,SID,AAPL,long,2006-03-29,2.226069,7.8293,1,-0.3154,1.8947266918345265,-0.0869704508936548,-0.0799484468270361,2006-04-05,2.400355,43.13854110837265,44.82812028417897,32.00231227058763,17.02945986870344,28.017388171374225,2.541573160731648,0.0
AEP_2006-03-29_long,SID,AEP,long,2006-03-29,34.60001,-1.9942,0,-0.2704,1.3132649264662155,-0.4732073698380077,-0.3796651276759145,2006-05-05,33.91,37.5623476284308,35.282609252347754,28.159548213684637,13.01860818073584,29.50796688271305,0.9797163500133798,0.0
AEHR_2006-04-03_short,SID,AEHR,short,2006-04-03,4.903,-74.9949,0,1.2836,2.332481574772039,0.3169713355361603,0.2540387695639274,2006-07-07,8.58,63.17082146493061,69.3350062317482,29.676340189402417,34.25271113439098,16.34454721642392,0.516390891320858,0.0
GIS_2006-04-04_short,SID,GIS,short,2006-04-04,25.33,2.7043,1,0.168,0.7774952106934965,0.2606299267499992,0.218068821300828,2006-04-11,24.644995,65.52252522414884,60.95769681348571,25.89386615631164,24.20600771358516,15.095997043750389,1.070955222031834,0.0
XBI_2006-04-13_long,SID,XBI,long,2006-04-13,16.013314,-5.3289,0,-0.5416,1.9702140625177291,-0.3305088638852567,-0.2437841221283767,2006-06-01,15.159985,37.04400246916634,,33.58455104997699,26.25775882162732,35.93080252917208,0.0520783103481531,0.0
PFE_2006-04-18_long,SID,PFE,long,2006-04-18,23.632334,1.6045,1,-0.1831,1.9984612056474185,-0.327349350321036,-0.284083756719425,2006-04-28,24.011523,44.37076907347928,46.61210833721943,32.336645172807536,16.03723149506556,26.21762872930564,1.1695555841318257,0.0
NEE_2006-04-19_long,SID,NEE,long,2006-04-19,9.82,1.502,1,-0.251,1.4782880712883402,-0.1088838132606948,-0.0842382768538092,2006-05-02,9.9675,40.74867481525441,38.90485022053315,21.01735536600654,13.870872515228683,25.887390228342568,0.7664221682314336,0.0
PG_2006-04-20_long,SID,PG,long,2006-04-20,56.25999,3.1106,1,-0.1125,1.5650391577001364,-0.8555792280377261,-0.7922895509723913,2006-04-26,58.00999,31.838762518151754,43.94249630413072,37.98465152385685,14.992700396513586,33.38869980205242,1.5913999307241629,0.0
UAL_2006-04-27_long,SID,UAL,long,2006-04-27,36.83,2.145,1,-0.7885,2.057339301516138,-0.7936028507545103,-0.5031979442234131,2006-05-03,37.62,44.226589526952026,,29.69293065785043,12.959504660867156,24.027467777163896,0.6431243113885002,0.0
CLX_2006-05-09_short,SID,CLX,short,2006-05-09,62.0,0.4839,1,-0.1829,0.0,0.4106252156515282,0.5240220067418113,2006-05-10,61.7,50.20028376211711,56.96768967480367,20.58910820747337,28.673024614669867,23.37258887596149,0.5341019564481413,0.0
BAC_2006-05-10_short,SID,BAC,short,2006-05-10,50.17,4.0861,1,0.3891,0.5121455369489463,1.1105736137534803,0.9153858820494308,2006-05-18,48.12,71.85400995245513,69.60424104764391,43.79432556349585,32.24296075912643,8.64877714587718,0.8451540396774825,0.0
MSFT_2006-05-10_long,SID,MSFT,long,2006-05-10,23.77,-2.9028,0,-0.9482,0.9649071313086324,-0.9716134846964836,-0.7462257726664554,2006-06-21,23.08,28.49713736452644,31.151449933262455,20.11250052068964,22.82378467308028,30.110909538956104,0.8575800095742175,0.0
WFC_2006-05-10_short,SID,WFC,short,2006-05-10,33.975,2.1781,1,0.2058,1.4643767082592518,0.5017499758729471,0.4318153769520919,2006-05-17,33.235,62.67080938484338,70.63554606223269,32.20804012508221,31.502824921899748,14.040952752730728,0.8944006395995565,0.0
C_2006-05-11_short,SID,C,short,2006-05-11,494.8,1.3137,1,0.1404,1.7064086978663688,6.435626632037213,5.7408311766263065,2006-05-17,488.3,55.91153275332762,64.7116193000326,29.212704753482335,23.083356624549385,16.368479017637952,0.9465037302272762,0.0
