time,open,high,low,close,Fast MA,Slow MA,GP_Flag,GP_Top,GP_Bot,Long Stop,Long Stop Start,Buy Label,Short Stop,Short Stop Start,Sell Label,Basis,Upper,Lower,Pocket Pivot,WRB Bar,WRB Entry Bar,WRB Prior Bars,True Range,ATR(14),WRB Ratio (TR/ATR),ATR Short Stop Loss,ATR Long Stop Loss,Long Stop Hit,Short Stop Hit,Long Stop Approaching,Short Stop Approaching,ATR% raw (buffer ref),ATR (raw $),Short Stop,Long Stop,MA #1,MA #2,Climax Demand,Climax Supply,Strong Demand,Strong Supply,Demand Candle,Supply Candle,Near Supply Bot,Near Supply Top,Near Demand Top,Near Demand Bot,MACD,Signal Line,Cross,Buy,Sell,StopBuy,StopSell,Distance from Kernel,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,DI+,DI-,ADX,Volume,Anomaly Volume (>= Threshold 1σ),HMA(Volume),ALMA(Volume),SMA(Volume),LSMA(Volume),+1σ above Mean (SMA),+2σ above Mean (SMA),RVOL ratio,Z-score,Volume Delta (Open),Volume Delta (High,Volume Delta (Low),Volume Delta (Close),Aroon Oscillator,Zero Line,Signal Line,Long (Chart),Short (Chart),Mean reversion Up,Mean reversion Down,Long,Short
2025-07-09,313.26,316.89,311.05,315.25,,,0,325.11759,323.76575,,,,323.1656508316206,,,317.80300000000005,324.1077540792692,311.4982459207309,0,0,0,0,5.839999999999975,6.4603607669780985,0.9039742841995644,323.3503607669781,304.5896392330219,0,0,0,0,2.0492817658931317,6.4603607669780985,323.3503607669781,304.5896392330219,324.54260081891476,310.7592500000003,0,0,0,0,1,0,319.949675,320.74,314.03040000000004,313.23,-3.664437980105106,-3.69306103871472,,,,,,0.41499847043686106,340.16476750774405,334.89020226995177,329.6156370321595,319.06650655657495,308.5173760809904,303.24281084319813,297.96824560540585,0,0,0,0,,,13.401131657851236,25.093543698103282,20.58630734084847,1401443,,1543599.2523809522,1162412.6560143002,1545947.8,1447957.030588235,2491332.3467916595,3433359.693583319,0.9734614515813992,-0.15696147304384087,0,38494,-6308,19868,-19.31260376639038,0,-21.47951178480977,0,0,,,,
2025-07-10,313.99,315.76,312.19,313.58,,,0,325.11759,323.76575,,,,322.9608596397195,,,317.76200000000006,324.16464507840465,311.35935492159547,0,0,0,0,3.569999999999993,6.253906426479662,0.5708432068769462,322.01390642647965,305.93609357352034,0,0,0,0,1.9943575567573386,6.253906426479662,322.01390642647965,305.93609357352034,324.1126949044475,310.9161500000003,0,0,0,0,0,1,319.949675,320.74,314.03040000000004,313.23,-3.72432495424772,-3.69931382182132,,,,,,0.6322800227859543,339.54964987650226,334.28860074751026,329.02755161851826,318.50545336053426,307.98335510255026,302.72230597355826,297.46125684456626,0,0,0,0,,,12.854707017040667,24.070366629779567,21.28543554620105,948819,,1365267.0481385281,1160402.2747355506,1519729.55,1418048.3129411766,2467966.016199711,3418418.9371613264,0.6508945733803537,-0.5983400994367211,0,4526,-7679,4327,-10.648076529160088,0,-20.319783768609238,0,0,,,,
2025-07-11,312.91,315.28,310.26,311.54,,,0,325.11759,323.76575,,,,320.78865537973957,,,317.69200000000006,324.3302666412261,311.053733358774,0,0,0,0,5.019999999999982,6.1657702531596845,0.8141724056986155,321.44577025315965,304.0942297468403,0,0,0,0,1.979126357180357,6.1657702531596845,321.44577025315965,304.0942297468403,323.61964804544954,311.0935500000003,0,0,0,0,0,1,319.949675,320.74,310.18017499999996,309.39,-3.8915375413481,-3.737758565726676,,,,,,0.8817727665768824,338.81982384683585,333.5733375718373,328.32685129683887,317.83387874684195,307.340906196845,302.09441992184657,296.84793364684805,0,0,0,0,,,12.107139321568178,24.906396570141787,22.235042765063266,715217,,1146380.1928138526,1052659.2238157312,1484054.4,1420064.0635294116,2447139.78644304,3412860.1443146514,0.4909526685375326,-0.7933998929670406,0,1090,-9749,1090,-3.4081924761862323,0,-18.108908232995155,0,0,,,,
2025-07-14,311.17,315.45,311.17,315.4,,,0,325.11759,323.76575,,,,320.586608566901,,,317.45450000000005,324.06383120671165,310.84516879328845,0,0,0,0,4.279999999999973,6.031072377933991,0.7096582053399487,321.48107237793397,305.13892762206603,0,0,0,0,1.912197963834493,6.031072377933991,321.48107237793397,305.13892762206603,323.2973089064123,311.2604000000003,0,0,0,0,1,0,319.949675,320.74,314.03040000000004,313.23,-3.6702763199441506,-3.724262116570171,,,,,,0.22531806251812997,338.40650398211153,333.17623056067237,327.9459571392332,317.4854102963549,307.02486345347666,301.7945900320375,296.5643166105983,0,0,0,0,,,11.694768257252969,23.64389452075237,23.062052690608812,1425486,,981297.6129870128,1062088.0996372723,1484493.4,1493175.3694117647,2446994.4357735906,3412723.442975752,0.9880397839807061,-0.05775888282886795,0,12306,-2178,12306,-7.405240487386282,0,-16.271541922605255,0,0,,-7.405240487386282,,
2025-07-15,314.61,315.57,307.87,308.06,,,0,325.11759,323.76575,,,,317.2854222406938,,,317.0255000000001,324.8014719006624,309.24952809933774,0,0,0,0,7.699999999999989,6.150281493795847,1.251975215730765,321.7202814937958,301.7197185062042,0,0,0,0,1.9964557208971783,6.150281493795847,321.7202814937958,301.7197185062042,322.69976738067066,311.40405000000027,0,0,0,0,0,1,319.949675,320.74,,,-4.040624065910379,-3.787534506438212,,,,,,1.2770817770757152,337.4995921152784,332.2839048580251,327.0682176007718,316.6368430862652,306.20546857175856,300.98978131450525,295.77409405725194,0,0,0,0,,,10.648942542124711,25.36207385866962,24.333142242850187,1011050,,871423.6801731602,1070972.5118520192,1483094.7,1496425.3835294116,2432819.008832365,3403689.541474254,0.6881179455234457,-0.4644269869469741,0,2905,-13042,-13042,-16.454775889662017,0,-15.456466774859528,0,0,,,,
2025-07-16,309.98,311.405,305.39,309.92,,,0,325.11759,323.76575,,,,317.27092779492995,,,316.70500000000004,325.074930704614,308.33506929538606,1,0,0,0,6.014999999999986,6.140618529953286,0.9795430168246821,317.54561852995323,299.2493814700467,0,0,0,0,1.9813560047603527,6.140618529953286,317.54561852995323,299.2493814700467,322.19860003240905,311.54990000000026,0,0,0,0,1,0,319.949675,320.74,310.18017499999996,309.39,-4.136359490061579,-3.857299503162886,,,,,,0.8574669613089444,336.7686809416794,331.56744986663057,326.3662187915818,315.96375664148417,305.56129449138655,300.36006341633777,295.1588323412889,0,0,0,0,,,9.903864163288603,26.472328763012413,25.84845707057442,1567885,,878826.705108225,1200939.9404998727,1496778.65,1538136.1270588234,2453554.800571644,3419977.2678099554,1.105578322042907,0.08355834989787532,0,27431,-11055,27431,-24.711146781423036,0,-15.66930125383163,0,0,,,,
2025-07-17,309.16,314.63,309.135,313.91,,,0,325.11759,323.76575,,,,317.20175438100637,,,316.59400000000005,325.04992904417094,308.13807095582916,0,0,0,0,5.4950000000000045,6.094502920670908,0.9016321874852908,320.7245029206709,303.0404970793291,0,0,0,0,1.9414809724669195,6.094502920670908,320.7245029206709,303.0404970793291,321.8735568938832,311.72950000000026,0,0,0,0,1,0,314.78522499999997,315.57,314.03040000000004,313.23,-3.845937278327483,-3.8550270581958053,,,,,,0.13749627942809017,336.36814780423225,331.1816513185893,325.99515483294624,315.62216186166023,305.2491688903742,300.0626724047312,294.8761759190882,0,0,0,0,,,13.04578530942134,24.76744992798208,26.216341627585443,1288062,,936450.0291774891,1285176.42365357,1513259.05,1542081.3647058823,2453321.51890264,3419803.2759005176,0.8960114453923659,-0.20567150954014166,0,15909,-2665,7652,-31.619593157863093,0,-16.829449260119357,0,0,,,,
2025-07-18,314.25,316.71,312.1401,313.14,,,0,325.11759,323.76575,,,,317.03840406807734,,,316.3945,324.9777452487502,307.8112547512498,0,0,0,0,4.569899999999961,5.985602712051554,0.7634820117277107,322.69560271205154,306.15449728794846,0,0,0,0,1.911478160583622,5.985602712051554,322.69560271205154,306.15449728794846,321.5310644666721,311.89795000000026,0,0,0,0,0,1,314.78522499999997,315.57,310.18017499999996,309.39,-3.635994664822647,-3.8112205795211738,,,,,,0.18693845349606364,335.94709479081143,330.7763837047767,325.605672618742,315.2642504466726,304.92282827460315,299.75211718856843,294.5814061025337,0,0,0,0,,,14.816487357231093,23.416771178240577,25.950477764827717,691271,,946882.9239826842,1188925.5506379006,1495377.3,1499949.4000000001,2449191.007943049,3424265.253981336,0.47807059129778195,-0.8028575927273778,0,1294,-7716,1294,-37.425724971181296,0,-18.873169257406552,0,0,,,,
2025-07-21,312.67,313.13,307.91,308.24,,,0,325.11759,323.76575,,,,316.95744663464325,,,315.79850000000005,324.8932573359619,306.7037426640382,0,0,0,0,5.229999999999961,5.9316310897621545,0.8817136333759544,319.06163108976216,301.97836891023786,0,0,0,0,1.9243547527128713,5.9316310897621545,319.06163108976216,301.97836891023786,321.0098462522928,312.0323000000003,0,0,0,0,0,1,314.78522499999997,315.57,306.17285,305.39,-3.820957065469031,-3.8131678767107453,,,,,,0.9022225773664979,335.2043407996565,330.04978790173186,324.8952350038073,314.58612920795804,304.2770234121088,299.1224705141842,293.96791761625957,0,0,0,0,,,13.883351721401585,27.03587071655579,26.392775178381502,772699,,920345.7010389611,1022057.8767394968,1407154.7,1460890.5529411763,2443519.3969372706,3426074.7462554933,0.5419931231946983,-0.7004847595574357,0,5342,-15102,-15102,-42.32483439768629,0,-21.749698086318542,0,0,,,,
2025-07-22,308.8,313.03,308.32,312.41,,,0,325.11759,323.76575,,,,316.835129017883,,,315.2130000000001,323.5670579361129,306.85894206388724,0,0,0,0,4.789999999999964,5.850086011921998,0.8187913802016474,318.88008601192195,302.469913988078,0,0,0,0,1.8725668230600803,5.850086011921998,318.88008601192195,302.469913988078,320.67259737965384,312.1628500000003,0,0,0,0,1,0,314.78522499999997,315.57,310.18017499999996,309.39,-3.5896773843177243,-3.768469778232141,,,,,,0.14956324986934902,334.80373591179017,329.6661191507775,324.5285023897648,314.25326886773945,303.9780353457141,298.8404185847014,293.70280182368873,0,0,0,0,,,13.071382527273634,25.454675152344226,26.803479919538592,1107920,,903561.454978355,947707.8580209624,1396966.8,1439357.9388235293,2347665.5719451485,3302425.715318869,0.7972348249640979,-0.29848902946912953,0,10150,-4390,-1176,-46.47329014985205,0,-26.22784978890504,0,0,,,,
2025-07-23,313.64,313.64,308.74,310.79,,,0,325.11759,323.76575,,,,316.7333340880342,,,314.4535,321.3968314050282,307.51016859497184,0,0,0,0,4.899999999999977,5.78222272535614,0.8474249839101754,319.4222227253561,302.9577772746439,0,0,0,0,1.8604918837015796,5.78222272535614,319.4222227253561,302.9577772746439,320.28504454123606,312.28725000000026,0,0,0,0,0,1,314.78522499999997,315.57,310.18017499999996,309.39,-3.496798119776713,-3.7141354465410554,,,,,,0.3630560136117048,334.32143081081324,329.2012838992147,324.08113698761616,313.8408431644191,303.600549341222,298.4804024296235,293.3602555180249,0,0,0,0,,,13.033708256020207,23.913894603671796,26.992346422135547,659361,,855631.6708225108,874258.0738522441,1378065.75,1364396.6376470588,2329267.680142333,3296692.645998952,0.47025764235264067,-0.7261356064588358,0,0,-7959,-7580,-49.997163140027425,0,-32.051471121885186,0,0,,,,
2025-07-24,309.53,311.83,309,309.06,,,0,325.11759,323.76575,,,,316.4170245103175,,,314.035,321.21520473246267,306.8547952675374,0,0,0,0,2.829999999999984,5.571349673544986,0.5079559111929314,317.401349673545,303.428650326455,0,0,0,0,1.8026757501925146,5.571349673544986,317.401349673545,303.428650326455,319.84484671608953,312.4022500000003,0,0,0,0,0,1,314.78522499999997,315.57,309.77160000000003,308.98,-3.5221856120049893,-3.675745479633842,,,,,,0.586817100004491,333.74023320831003,328.6399160660548,323.5395989237996,313.33896463928914,303.1383303547787,298.0380132125235,292.93769607026826,0,0,0,0,,,12.56081188791952,23.046237166273233,27.167722460261295,738163,,810736.089004329,822746.9623143767,1339608.8,1339198.6211764705,2321872.202956818,3296150.2154374453,0.5387169486570155,-0.6255208294442635,0,1049,-42851,-42851,-52.279209104465956,0,-37.66071719902015,0,0,,,,
2025-07-25,310.1,315.48,310.1,315.14,,,0,325.11759,323.76575,,,,316.4170245103175,,,313.87250000000006,320.7935342435215,306.9514657564786,0,0,0,0,6.420000000000016,5.631967554006059,1.1399213398226031,321.11196755400607,304.46803244599397,0,0,0,0,1.7871319267646315,5.631967554006059,321.11196755400607,304.46803244599397,319.6603429233017,312.5298500000003,0,0,0,0,1,0,314.78522499999997,315.57,314.03040000000004,313.23,-3.016922984981477,-3.543980980703369,,,,,,0.4979427964101577,333.6405743483107,328.56000439535524,323.47943444239974,313.31829453648885,303.15715463057796,298.07658467762246,292.996014724667,0,0,0,0,,,16.167260065256926,21.16974448424126,26.184184735225223,897384,,784456.9581818181,809563.1539678612,1314614.5,1301828.545882353,2296717.8322269535,3274885.1882634303,0.6668412939210766,-0.43056688979791546,0,4517,-8418,-3573,-51.36282326354715,0,-42.02422312075579,0,0,,,,
2025-07-28,315,315,308.29,309.12,,,0,325.11759,323.76575,,,,316.4170245103175,,,313.442,320.42058037140026,306.46341962859975,0,0,0,0,6.849999999999966,5.718969871577053,1.1977681564723863,320.71896987157703,302.571030128423,0,0,0,0,1.8500808331965102,5.718969871577053,320.71896987157703,302.571030128423,319.24699614199574,312.6409500000003,0,0,0,0,0,1,314.78522499999997,315.57,309.77160000000003,308.98,-3.0669089839233834,-3.448566581347372,,,,,,0.4945208552885425,333.13808380223054,328.0758869286504,323.01369005507024,312.88929630790994,302.76490256074965,297.7027056871695,292.64050881358935,0,0,0,0,,,14.78407225928747,21.619216668056872,25.65504102063893,1237247,,802770.713939394,904569.717022897,1104128.3,1286876.9929411765,2289078.072647036,3267225.811960739,0.931653268572889,-0.07532945215927365,0,3752,-10478,-10478,-50.64729712840321,0,-45.26624191412831,0,0,,,,
2025-07-29,307.9,309.05,287.61,288.35,,,0,325.11759,323.76575,,,,298.6203508925538,,,311.85350000000005,324.32786615623996,299.37913384376014,0,1,1,0,21.50999999999999,6.846900595035834,3.1415674437562675,315.89690059503585,280.7630994049642,0,0,0,0,2.3745103502811977,6.846900595035834,315.89690059503585,280.7630994049642,318.0353492344665,312.6169000000003,0,1,0,0,0,0,314.78522499999997,315.57,,,-4.727987370742028,-3.7044507392263033,,,,,,3.1299792345544355,331.20486329985766,326.1461326599022,321.08740201994675,310.9699407400359,300.85247946012504,295.7937488201696,290.7350181802141,0,0,1,1,,,11.466560823864778,38.34180551600832,27.676630236587577,4081300,4081300,1173356.3162770565,1667766.541340746,1227189.15,1496550.614117647,1955409.8305945827,2664921.2802367844,3.0871455042256977,3.996273239110488,0,36541,-44599,1563,-56.561059900591786,0,-48.3839252569694,0,0,,,,
2025-07-30,291.15,291.15,284.94,285.84,,,0,325.11759,323.76575,,,,296.0421115430856,,,310.171,326.5405997507609,293.80140024923907,0,0,0,1,6.2099999999999795,6.801407695390416,0.9130462807293177,297.9514076953904,278.1385923046096,0,0,0,0,2.3794457372622504,6.801407695390416,297.9514076953904,278.1385923046096,316.77278651938934,312.57140000000027,0,1,0,0,0,0,314.78522499999997,315.57,,,-6.175749783540198,-4.198710548089082,,,,,,3.182041303776608,329.12777575998615,324.0718281707193,319.0158805814525,308.90398540291886,298.7920902243852,293.7361426351184,288.6801950458516,0,0,0,0,,,10.718739344365764,38.6452866800744,29.74063304705081,2920361,2920361,1626475.9314285715,2380024.311483869,1294838.85,1607260.2258823526,2099283.8775293157,2890751.37410625,2.051622799291837,2.0374110447009013,0,12920,-44417,-44417,-62.24503271362519,0,-51.48633872477488,0,0,,,,
2025-07-31,282.015,290.93,281.83,287.25,,,0,325.11759,323.76575,,,,296.0421115430856,,,308.7465,327.68637040610565,289.8066295938944,0,0,0,1,9.100000000000023,6.965592860005388,1.306421460870882,297.8955928600054,274.86440713999457,0,0,0,0,2.4249235369905615,6.965592860005388,297.8955928600054,274.86440713999457,315.61503018529567,312.5791500000003,0,0,1,0,0,0,314.78522499999997,315.57,,,-7.127179026803219,-4.78440424383191,,,,,,2.605878737360835,327.2185094505436,322.1621412006724,317.1057729508012,306.99303645105886,296.8802999513165,291.8239317014453,286.7675634515741,0,0,0,0,,,9.718511407725726,38.22821512763797,31.863531395856224,2554727,2554727,2056737.3915151518,2757986.3776185624,1350032.8,1670511.3764705881,2188523.9277698807,3022214.331730237,1.7289183252239189,1.4392554724037976,0,27570,0,27570,-67.03059988011204,0,-54.5745594100781,0,0,,,,
2025-08-01,285,286,277.53,284.17,,,0,325.11759,323.76575,,,,294.91350434072183,,,307.05,328.27520953960226,285.82479046039776,0,0,0,1,9.720000000000027,7.162336227147862,1.357099093331822,293.1623362271479,270.3676637728521,0,0,0,0,2.520440661275948,7.162336227147862,293.1623362271479,270.3676637728521,314.3818917466566,312.5604500000003,0,0,1,0,0,0,314.78522499999997,315.57,,,-8.037077390877641,-5.434938873241056,,,,,,2.6416972973859836,325.16047404761144,320.10123838203606,315.0420027164607,304.92353138530984,294.805060054159,289.7458243885836,284.68658872300824,0,0,0,1,,,8.776441192014328,38.810843747152994,34.09573227189189,2787757,2787757,2444069.56,2833987.1422094298,1457423.35,1759194.654117647,2306371.1606289935,3194246.4641151302,1.8210471829511086,1.542177305169884,0,13712,-31537,-11304,-71.07502684754085,0,-57.6497764972892,0,0,,,,
2025-08-04,284.49,286.87,282.23,284.61,,,0,325.11759,323.76575,,,,294.6432540306703,,,305.477,328.39098795496164,282.5630120450383,0,0,0,1,4.639999999999986,6.982169353780157,0.6645499077572335,293.85216935378014,275.2478306462199,0,0,0,0,2.453241050483172,6.982169353780157,293.85216935378014,275.2478306462199,313.21436658012107,312.53495000000026,0,0,0,0,0,0,314.78522499999997,315.57,,,-8.62327038391743,-6.072605175376331,,,,,,2.338202641811888,323.21140521518026,318.1505645512816,313.0897238873829,302.96804255958557,292.84636123178825,287.78552056788953,282.7246799039909,0,0,0,0,,,9.249864591004208,36.96857641628507,35.94412804183806,1776089,,2627317.014025974,2568892.793985252,1484615.1,1763233.8070588233,2345879.590578218,3219161.2763945307,1.1178698848292958,0.3475294400046903,0,29792,-6865,29792,-73.78503947670526,0,-60.62326103937393,0,0,,,,
2025-08-05,284.31,288.015,282.53,285.78,,,0,325.11759,323.76575,,,,294.4828430284795,,,304.078,328.18390765767157,279.9720923423284,0,0,0,1,5.485000000000014,6.8752286856530045,0.7977916445813543,294.89022868565297,275.654771314347,0,0,0,0,2.405776711334945,6.8752286856530045,294.89022868565297,275.654771314347,312.13850906717516,312.5260000000003,0,0,0,0,1,0,314.78522499999997,315.57,278.24445,277.53,-8.890934177507916,-6.636270975802647,,,,,,1.9253215461350903,321.4411101439409,316.3792843236471,311.3174585033533,301.19380686276577,291.07015522217824,286.00832940188445,280.94650358159066,0,0,0,0,,,9.912330791182097,34.861917746500815,37.35690978587207,1681717,,2673761.0123809525,2224779.532101496,1513197.9,1753991.5294117643,2366637.432633013,3239273.960504121,1.0756471124280684,0.2151137263254943,0,24127,-3180,3858,-74.66171276629134,0,-63.421073997102106,0,0,,,,
2025-08-06,286.42,288,284.135,286.26,,,0,325.11759,323.76575,,,,294.1603185264453,,,302.6285,327.35144664881625,277.9055533511837,0,0,0,0,3.865000000000009,6.660212350963505,0.5803118273610114,294.6602123509635,277.4747876490365,0,0,0,0,2.326630458661184,6.660212350963505,294.6602123509635,277.4747876490365,311.1236655743448,312.50970000000035,0,0,0,0,1,0,314.78522499999997,315.57,278.24445,277.53,-8.961030492400653,-7.101222879122249,,,,,,1.6366620217369263,319.8022653088047,314.74168594953267,309.68110659026064,299.55994787171653,289.4387891531724,284.3782097939004,279.31763043462837,0,0,0,0,,,9.501456305836548,33.416861804159296,38.668778548189366,1136219,,2568841.5557575757,1815647.0284138257,1499936.7,1703762.3435294116,2367352.627098656,3239458.7303877883,0.7210511559534845,-0.41167871943042034,0,19392,-322,19392,-75.44255554806702,0,-66.43104053266708,0,0,,,,
2025-08-07,286.54,290.07,285.08,289.99,,,0,325.11759,323.76575,,,,293.9813672031278,,,301.44899999999996,326.22032366266006,276.67767633733985,0,0,0,0,4.990000000000009,6.540911468751827,0.762890619119208,296.6109114687518,278.5390885312482,0,0,0,0,2.255564491448611,6.540911468751827,296.6109114687518,278.5390885312482,310.29489437535085,312.5058500000003,0,0,1,0,0,0,314.78522499999997,315.57,278.24445,277.53,-8.61627939446879,-7.404234182191557,,,,,,0.9031789448797188,318.5421678060061,313.48408162912494,308.42599545224374,298.30982309848144,288.19365074471915,283.13556456783795,278.0774783909568,0,0,0,0,,,11.244198711477019,31.595903919102437,39.30002299958524,3115980,3115980,2576600.6109956712,1919898.8397971517,1608294.75,1811284.336470588,2514211.1660345336,3451531.1892119246,1.9732932840322082,1.6420100062789114,0,13662,-6627,12560,-71.09769238226747,0,-68.98733993940013,0,0,-71.09769238226747,,,
2025-08-08,290.95,293.97,288.415,289.44,,,0,325.11759,323.76575,,,,293.87573383147577,,,300.344,325.1877504415125,275.5002495584875,0,0,0,0,5.555000000000007,6.470489220983841,0.858513137149677,300.44048922098386,281.9445107790162,0,0,0,0,2.2355200459452185,6.470489220983841,300.44048922098386,281.9445107790162,309.47705538023905,312.50680000000034,0,0,0,0,0,1,314.78522499999997,315.57,278.24445,277.53,-8.29185868361651,-7.581759082476547,,,,,,0.8062554052415957,317.354422060767,312.2996421945562,307.2448623283454,297.1353025959238,287.0257428635022,281.9709629972914,276.91618313108063,0,0,0,0,,,14.859938517358632,29.658368305197552,38.86725159368722,1726231,,2518676.4842424244,1999889.2099860017,1658845.45,1812276.025882353,2540989.9854945773,3468069.2090843935,1.0572870187081074,0.12115495120289091,0,16311,-15361,-15361,-67.50149420086704,0,-70.35489422693453,0,0,,,,
2025-08-11,290,291.69,286.165,288.92,,,0,325.11759,323.76575,,,,293.7744314149418,,,299.02,323.3297708751055,274.71022912489445,0,0,0,0,5.524999999999977,6.402954276627851,0.8628829382973117,298.09295427662784,279.7620457233722,0,0,0,0,2.216168585292763,6.402954276627851,298.09295427662784,279.7620457233722,308.6708963457199,312.50330000000037,0,0,0,0,0,1,314.78522499999997,315.57,278.24445,277.53,-7.984670278434635,-7.662341321668165,,,,,,0.700521725859548,316.23892983186494,311.1883116499931,306.13769346812126,296.0364571043775,285.9352207406338,280.8846025587619,275.8339843768901,0,0,0,0,,,13.944053702303217,30.340391817564434,38.7356657686809,1536865,,2379736.9463203466,1963626.4511339532,1664414.4,1776857.3811764708,2558447.348548369,3463857.8399538808,0.9350238627450161,-0.12830849459510674,0,20663,-2475,20663,-64.50897903377897,0,-70.63788751695375,0,0,,,,
2025-08-12,289.1,291.21,286.82,290.65,,,0,325.11759,323.76575,,,,293.55875774244595,,,298.1495,322.34869294109086,273.9503070589091,0,0,0,0,4.389999999999986,6.259171828297289,0.7013707436746018,297.46917182829725,280.5608281717027,0,0,0,0,2.1535082842928914,6.259171828297289,297.46917182829725,280.5608281717027,307.9641945282407,312.5204500000003,0,0,0,0,1,0,293.243375,293.97,278.24445,277.53,-7.51499651051796,-7.632872359438124,,,,,,0.28684205199166724,315.3538778527505,310.30932131548377,305.26476477821706,295.1756517036837,285.0865386291503,280.0419820918836,274.9974255546169,0,0,0,0,,,13.245485751230145,28.820401590959865,38.61347893117504,1275915,,2146526.4183549783,1743712.5869389628,1677657.65,1795697.0847058825,2553672.197568757,3461429.966566085,0.8431191300968383,-0.40759709385920734,0,9808,-1471,2936,-62.006538499505886,0,-70.00987984437799,0,0,,,,
2025-08-13,291.34,295.44,290.92,295.1,,,0,325.11759,323.76575,305.9086535248716,305.9086535248716,305.9086535248716,,,,297.4085,321.0211146582718,273.7958853417282,0,0,0,0,4.7900000000000205,6.154230983418913,0.7783263275144396,301.5942309834189,284.7657690165811,0,0,0,0,2.085473054360865,6.154230983418913,301.5942309834189,284.7657690165811,307.4597163114469,312.5513000000003,0,0,0,0,1,0,314.78522499999997,315.57,278.24445,277.53,-6.706391746360794,-7.447576236822657,,,,,,0.48972086652189395,314.8931347862635,309.8563935092208,304.81965223217816,294.7461696780928,284.6726871240075,279.63594584696483,274.59920456992216,0,0,0,0,,,17.418620858493757,27.218138924689644,37.42351036132948,1337795,,1875570.5215584412,1521801.9269112023,1666153.15,1759963.3294117649,2560979.0897815046,3460484.4652772946,0.8907618765808785,-0.35984077816912297,0,18804,-605,9880,-59.90454328419603,0,-68.61356939895988,0,0,,,,
2025-08-14,295.5,295.5,289.93,293.41,,,0,325.11759,323.76575,299.95124970166654,,,,,,296.3835,318.7908820648468,273.97611793515324,0,0,0,0,5.569999999999993,6.1125001988889895,0.9112474141125425,301.612500198889,283.817499801111,0,0,0,0,2.0832623969493165,6.1125001988889895,301.612500198889,283.817499801111,306.90874704433134,312.58060000000035,0,0,0,0,1,0,293.243375,293.97,278.24445,277.53,-6.131258193287692,-7.184312628115665,,,,,,0.2967182971264206,314.405112796382,309.3769104975754,304.34870819876875,294.2923036011554,284.2358990035421,279.20769670473544,274.17949440592884,0,0,0,0,,,16.284858486014528,26.60341462321312,36.468913555306315,1280156,,1633841.2617316018,1380374.864790666,1665757.85,1720913.6541176469,2550783.444339401,3453794.555345469,0.8567487242692156,-0.40710056482445983,0,29601,-3503,29601,-58.13179092370493,0,-66.65691332983484,0,0,,,,
2025-08-15,293.7,294.72,292.425,292.72,,,0,325.11759,323.76575,,,,292.92973241988113,292.92973241988113,292.92973241988113,295.36250000000007,316.4444637368031,274.28053626319706,0,0,0,0,2.295000000000016,5.839821613254062,0.39299145624436244,300.5598216132541,286.58517838674595,0,0,0,0,1.9950196820354131,5.839821613254062,300.5598216132541,286.58517838674595,306.35232559161244,312.62935000000033,0,0,0,0,0,1,293.243375,293.97,278.24445,277.53,-5.6658258289906485,-6.880615268290661,,,,,,0.2628631090683626,313.94037584474034,308.9243736529594,303.9083714611785,293.87636707761664,283.8443626940548,278.8283605022739,273.8123583104929,0,0,0,0,,,15.8277291823608,25.856635005081042,35.58250223542766,1237952,,1434319.6216450217,1307837.0202135243,1693091.9,1688589.1694117645,2549410.2683335375,3453434.3938099323,0.8316704504586009,-0.4506894576983075,0,1015,-11606,-3993,-56.631321883760556,0,-64.40311446951848,0,0,,,,
2025-08-18,292.02,296.53,291.08,294.51,,,0,325.11759,323.76575,286.382034181539,286.382034181539,286.382034181539,,,,294.67600000000004,314.9131790524266,274.4388209475735,0,0,0,0,5.449999999999989,5.811977212307342,0.9377187488724428,302.3419772123073,285.26802278769264,0,0,0,0,1.973439683646512,5.811977212307342,302.3419772123073,285.26802278769264,305.8879206664512,312.6719500000003,0,0,0,0,1,0,314.78522499999997,315.57,278.24445,277.53,-5.093811004211034,-6.523254415474736,,,,,,0.5957570918983138,313.6827836664124,308.67962031893023,303.67645697144803,293.67013027648375,283.66380358151946,278.66064023403726,273.6574768865551,0,0,0,0,,,16.992059722743004,24.124759903151325,34.279995108811555,1376345,,1302901.7382683984,1301228.121981415,1723274.2,1689206.6329411766,2559083.5601289766,3440158.4059722386,0.9124256470002046,-0.34238148519266487,0,11234,-31801,-31801,-51.7593704333003,0,-61.44271633017265,0,0,,,,
